bidder_id,company_name,login_email,aadhaar_number,pan_number,gstin,cin_number,is_msme,udyam_reg_no,fy_turnover_cr,ca_udin,mii_percentage,director_name,director_din,registered_address,tampered_flag
BID_1483,Dugar LLP,info@dugar.biz.in,XXXX XXXX 0187,VXXCH0006E,07VXXCH0006E4ZB,L69839GJ2015ZFH724269,False,UDYAM-DL-14-6259068,29.11,24759506HWDWZE0406,25.1,Mekhala Dalal,16316490,"Plot 68, Naroda Industrial Estate, Ahmedabad - 506485",False
BID_1484,Garde Limited,procurement@garde.com,XXXX XXXX 7863,FOVCC9411T,27FOVCC9411T9ZB,L49570GJ2020EHJ736357,False,UDYAM-MH-03-0309790,202.70,24376501WXIKFY2774,69.1,Anvi Subramaniam,76970442,"Plot 23, Naroda Industrial Estate, Ahmedabad - 745505",False
BID_1485,Minhas PLC Pvt Ltd,admin@minhasplc.in,XXXX XXXX 7028,BIUCW2241V,33BIUCW2241V7Z4,L33363UP2023ESK577983,False,UDYAM-TN-31-4282556,68.61,24650197CJDMBZ2165,26.7,Bhavika Thakkar,85553413,"Plot 244, Naroda Industrial Estate, Ahmedabad - 657508",False
BID_1486,Sarin Pvt Ltd,bids@sarin.com,XXXX XXXX 6656,CXZCP9531L,07CXZCP9531L9ZB,L73450KA2013SDX117104,True,UDYAM-DL-46-5783768,38.75,24776677VQIGKV2002,85.4,Ekantika Ram,04699473,"Plot 27, Sanand GIDC Industrial Area, Ahmedabad - 825183",False
BID_1487,"Date, Savant and Mahajan LLP",bids@datesavantandmahajan.biz.in,XXXX XXXX 9760,TMFCS9243F,27TMFCS9243F2ZQ,U20050KA2003YNR451139,False,UDYAM-MH-97-8813510,141.04,24714385WZBOFH3741,20.2,David Chaudhari,33076095,"Plot 157, Rudrapur Industrial Estate, Uttarakhand - 573914",False
BID_1488,Wadhwa-Mani Limited,sales@wadhwamani.biz.in,XXXX XXXX 1969,TPMCD4285C,07TPMCD4285C2ZE,U62807KA1998EGP476294,False,UDYAM-DL-26-7486429,145.01,24999052HDPMQV3221,78.3,Jonathan Karan,32474040,"Plot 80, Naroda Industrial Estate, Ahmedabad - 287789",False
BID_1489,"Bath, Hora and Kota LLP",gem.desk@bathhoraandkota.co.in,XXXX XXXX 7410,ZCDCX8517T,09ZCDCX8517T9ZJ,U25562GJ2012IEF792880,False,UDYAM-UP-00-6751996,227.67,24130271TVQZAU9823,37.8,Riya Chander,02147155,"Plot 203, MIDC Industrial Area, Pune - 564743",True
BID_1490,Nagarajan Limited,contact@nagarajan.com,XXXX XXXX 7833,ZCDCP4392A,24ZCDCP4392A9Z2,U36889DL2022DSG058461,False,UDYAM-GJ-15-9672630,80.83,24483457FYHSGL3140,45.9,Geetika Chacko,74120654,"Plot 15, Baddi Industrial Area, Himachal Pradesh - 399473",False
BID_1491,"Venkatesh, Sane and Salvi Limited",contact@venkateshsaneandsalvi.biz.in,XXXX XXXX 4526,HOVCP7172O,07HOVCP7172O7Z6,U94436KA2019RSN906952,False,UDYAM-DL-34-5289779,216.83,24636820DCYOYC0655,70.9,Vinaya Setty,86128617,"Plot 82, Baddi Industrial Area, Himachal Pradesh - 712950",False
BID_1492,Chander LLP,sales@chander.in,XXXX XXXX 5381,CQTCL2647I,24CQTCL2647I4ZP,U01505KA2000KID628500,False,UDYAM-GJ-92-2023049,14.08,24963639OULVRH0425,34.2,Yutika Patla,04685213,"Plot 8, Peenya Industrial Area, Bengaluru - 877970",False
BID_1493,Wagle Limited,procurement@wagle.biz.in,XXXX XXXX 0712,KZVCL7040T,33KZVCL7040T7Z6,U39350GJ2022DDA312214,False,UDYAM-TN-79-8889829,80.78,24089623YMOWUN5501,35.8,Janya Mander,00049401,"Plot 159, Rudrapur Industrial Estate, Uttarakhand - 106886",False
BID_1494,"Mallick, Wali and Buch LLP",contact@mallickwaliandbuch.biz.in,XXXX XXXX 7696,ZYYCL7946A,07ZYYCL7946A7ZL,L22943MH2004OXF527317,False,UDYAM-DL-38-5965805,233.97,24766856KJDEDP7971,31.0,Robert Shukla,22831827,"Plot 182, Naroda Industrial Estate, Ahmedabad - 593262",False
BID_1495,"Hari, Gopal and Memon Pvt Ltd",bids@harigopalandmemon.in,XXXX XXXX 8749,ADCCH1019K,27ADCCH1019K2ZI,L08671UP2010ZWK743324,False,UDYAM-MH-39-5073806,103.82,24965190MPFGIJ9920,28.8,Hemal Mutti,14183941,"Plot 191, MIDC Industrial Area, Pune - 291531",False
BID_1496,Doshi PLC Limited,admin@doshiplc.com,XXXX XXXX 8204,LJTCB7525T,07LJTCB7525T5ZL,U89664GJ2024BKC485787,False,UDYAM-DL-18-3205530,66.02,24779714IBWXEH4821,66.9,Waida Murty,38725026,"Plot 212, Peenya Industrial Area, Bengaluru - 203733",False
BID_1497,De-Loke LLP,procurement@deloke.co.in,XXXX XXXX 1360,YUACK6859F,29YUACK6859F7ZO,L12685TN2006OEQ035462,False,UDYAM-KA-84-8260719,63.64,24172195WKLLQS4678,77.3,Warhi Sarraf,25367554,"Plot 114, Baddi Industrial Area, Himachal Pradesh - 252779",False
BID_1498,Dube-Bajaj Limited,info@dubebajaj.in,XXXX XXXX 0745,QJTCR6314L,07QJTCR6314L9ZG,U68285TN2024TUT407378,False,UDYAM-DL-43-2470710,230.07,24292312UVSERM7054,66.4,Omaja Goswami,99804323,"Plot 225, MIDC Industrial Area, Pune - 504596",False
BID_1499,Bhavsar-Palla Limited,bids@bhavsarpalla.in,XXXX XXXX 9396,MIKCP1474D,27MIKCP1474D7ZL,L89664UP1996ERT327476,False,UDYAM-MH-27-1759262,51.43,24504753NIGBIJ2639,41.5,Chameli Kala,15974639,"Plot 24, Okhla Industrial Estate, New Delhi - 063146",False
BID_1500,"Nanda, Kade and Nori Limited",info@nandakadeandnori.co.in,XXXX XXXX 9219,WTRCF3129X,09WTRCF3129X4ZF,U70948GJ2000FHU074942,False,UDYAM-UP-71-5185946,146.95,24342181KZCTRA2907,87.5,Udyati Sachdev,79994412,"Plot 103, Whitefield Industrial Zone, Bengaluru - 193817",False
BID_1501,"Nadkarni, Karnik and Bhavsar Pvt Ltd",contact@nadkarnikarnikandbhavsar.in,XXXX XXXX 8982,JHQCL4271C,33JHQCL4271C9ZS,U30998GJ2024ROZ413794,True,UDYAM-TN-77-0414901,10.59,24471403ZXHAMF4267,50.8,Omya Venkatesh,95024650,"Plot 10, Guindy Industrial Estate, Chennai - 594602",False
BID_1502,"Kant, Kaur and Madan Limited",contact@kantkaurandmadan.co.in,XXXX XXXX 1006,QFCCV6481H,09QFCCV6481H7ZV,L53055GJ2021OTU191295,True,UDYAM-UP-91-4024012,1.74,24046434XPPSDD4848,94.2,Oviya Rajan,94907677,"Plot 225, MIDC Industrial Area, Pune - 724201",False
BID_1503,Buch Limited,gem.desk@buch.in,XXXX XXXX 0885,NVKCV7992G,33NVKCV7992G4ZY,L16872UP2004CLL977526,False,UDYAM-TN-77-9947088,157.40,24186179YUXZRF8474,26.5,Jagdish Sandhu,95726313,"Plot 221, Manesar Industrial Area, Gurugram - 753019",False
BID_1504,Sur Pvt Ltd,procurement@sur.in,XXXX XXXX 2844,XTGCW0422T,33XTGCW0422T1ZY,L10850TN2020HCD604677,False,UDYAM-TN-31-0672758,84.41,24272539NRFXDL9585,33.3,Saksham Babu,95480907,"Plot 124, Guindy Industrial Estate, Chennai - 954514",False
BID_1505,Thakur-Manne Pvt Ltd,gem.desk@thakurmanne.biz.in,XXXX XXXX 1922,XZTCU9327O,29XZTCU9327O9Z9,L44272DL2003NKD605338,False,UDYAM-KA-62-4410142,205.69,24132470BZEMOR1823,24.1,Zashil Loke,89278876,"Plot 108, Peenya Industrial Area, Bengaluru - 943074",False
BID_1506,"Sharma, Chauhan and Parekh LLP",admin@sharmachauhanandparekh.biz.in,XXXX XXXX 4788,GRKCW4952Q,27GRKCW4952Q7ZT,L84644KA2000XHJ232615,True,UDYAM-MH-07-7562852,6.77,24193548ZWPQUQ4707,43.7,Anjali Dixit,41218896,"Plot 48, MIDC Industrial Area, Pune - 850437",False
BID_1507,Yadav-Ahluwalia Limited,gem.desk@yadavahluwalia.biz.in,XXXX XXXX 3743,KMDCA1228Z,24KMDCA1228Z7ZS,L79722DL1998RNR647817,False,UDYAM-GJ-07-6553637,144.93,24931485OGQAAU6221,85.0,Upma Sahota,07407027,"Plot 155, Whitefield Industrial Zone, Bengaluru - 187423",False
BID_1508,"Wason, Ram and Bobal LLP",sales@wasonramandbobal.co.in,XXXX XXXX 4491,QQNCQ1021P,09QQNCQ1021P7ZQ,L66455UP2006ZFT749401,True,UDYAM-UP-51-7509264,38.59,24934395UDXKWC4249,91.0,Finn Sama,69673422,"Plot 129, Baddi Industrial Area, Himachal Pradesh - 853393",False
BID_1509,Yadav-Sarma Pvt Ltd,procurement@yadavsarma.com,XXXX XXXX 9887,ILVCJ5363I,07ILVCJ5363I5ZN,L03280MH2013ECB236348,False,UDYAM-DL-90-4531991,232.67,24499366SLEXOV5982,59.1,Ranbir Shenoy,04070306,"Plot 85, Taloja MIDC, Navi Mumbai - 774491",False
BID_1510,Kapadia LLP,procurement@kapadia.biz.in,XXXX XXXX 5160,AEGCX2974G,07AEGCX2974G5ZJ,U49867MH2017BLG628160,True,UDYAM-DL-08-5406526,8.02,24757926TGSRKZ0646,40.7,Brijesh Ratta,47764610,"Plot 179, Hosur Industrial Estate, Hosur - 799712",False
BID_1511,Bail LLP,sales@bail.co.in,XXXX XXXX 0562,SLICE2150J,07SLICE2150J5ZU,U34859MH1996VWO743502,False,UDYAM-DL-05-2455786,230.24,24282437AEHTHT9361,30.1,Divya Toor,98344607,"Plot 113, MIDC Industrial Area, Pune - 467710",False
BID_1512,Parmar Pvt Ltd,sales@parmar.in,XXXX XXXX 7076,SHJCO5052K,33SHJCO5052K8ZQ,U73836DL1996END184630,True,UDYAM-TN-84-9993436,2.71,24006691UQTQNI1481,73.3,Girish Patil,69185096,"Plot 140, Noida Sector 63 Industrial Area, Noida - 959414",False
BID_1513,Kalla Pvt Ltd,contact@kalla.biz.in,XXXX XXXX 4638,LPCCW6101D,07LPCCW6101D6Z1,L03085DL1995PEM255804,False,UDYAM-DL-32-8538774,134.58,24127285WSOCMF0458,27.3,Ekani Kala,39826523,"Plot 102, Whitefield Industrial Zone, Bengaluru - 459877",False
BID_1514,Salvi Limited,contact@salvi.in,XXXX XXXX 7708,UVUCV0555R,29UVUCV0555R6Z2,U09770MH2006ZWS898798,True,UDYAM-KA-62-2537670,27.35,24339396CLLISW8394,27.5,Triya Iyengar,88242963,"Plot 71, Whitefield Industrial Zone, Bengaluru - 946792",False
BID_1515,Sankaran Limited,contact@sankaran.biz.in,XXXX XXXX 0853,HGPCP4225P,33HGPCP4225P4ZE,U83794KA1997ITC183037,False,UDYAM-TN-53-3769268,162.92,24784478FRUCJJ1851,61.4,Amrita Thakur,24497245,"Plot 90, Sanand GIDC Industrial Area, Ahmedabad - 616997",False
BID_1516,"Mitra, Zachariah and Dua LLP",sales@mitrazachariahanddua.com,XXXX XXXX 1360,FLCCW6501K,07FLCCW6501K8ZG,L77242TN2013QUC405873,False,UDYAM-DL-52-8109649,189.59,24001925PJKMNJ2204,46.9,Jeevika Madan,28561914,"Plot 193, Okhla Industrial Estate, New Delhi - 599047",False
BID_1517,"Pandit, Natt and Patil LLP",procurement@panditnattandpatil.co.in,XXXX XXXX 7801,WZYCJ5284L,27WZYCJ5284L8Z3,U49352MH2020LZT932023,False,UDYAM-MH-17-7152927,147.64,24442403YBITVZ8970,87.3,Ishanvi Chopra,44625743,"Plot 207, Whitefield Industrial Zone, Bengaluru - 788540",False
BID_1518,Agrawal Limited,gem.desk@agrawal.com,XXXX XXXX 1318,XFCCA0077V,24XFCCA0077V8Z0,U56986KA2003GUC668107,True,UDYAM-GJ-95-9652179,38.31,24463140MYLRYD0470,62.2,Vrishti Om,07864284,"Plot 6, Whitefield Industrial Zone, Bengaluru - 193948",False
BID_1519,Dhar LLP,info@dhar.biz.in,XXXX XXXX 2558,GUVCR6216G,07GUVCR6216G7ZN,L52763UP2015XLL342836,False,UDYAM-DL-70-9189528,226.86,24212794GWZVGT9820,91.0,Vansha Bose,13278283,"Plot 90, Sanand GIDC Industrial Area, Ahmedabad - 934527",True
BID_1520,Bora Pvt Ltd,gem.desk@bora.in,XXXX XXXX 0735,FKBCB1151V,33FKBCB1151V2ZO,L23255KA2009TSF016603,False,UDYAM-TN-74-5398573,185.81,24710836RTXXOF6040,68.7,Pallavi Verma,94947134,"Plot 224, Baddi Industrial Area, Himachal Pradesh - 053512",False
BID_1521,"Thakur, Parmar and Sha Limited",admin@thakurparmarandsha.biz.in,XXXX XXXX 8037,KSWCI5284Q,33KSWCI5284Q8ZD,L76976TN2024FPU738145,False,UDYAM-TN-20-6046766,162.43,24773383IGCAIQ0739,27.3,Yoshita Iyengar,92459576,"Plot 216, Okhla Industrial Estate, New Delhi - 051728",False
BID_1522,"Narang, Prasad and Ganesh Pvt Ltd",sales@narangprasadandganesh.co.in,XXXX XXXX 6546,COACV0386P,24COACV0386P4Z3,L64937MH1998WOP406904,True,UDYAM-GJ-30-2839464,1.89,24750222JCWPMF8988,83.7,Irya Merchant,75060824,"Plot 47, Manesar Industrial Area, Gurugram - 039495",False
BID_1523,"Dalal, Mohan and Vaidya Pvt Ltd",contact@dalalmohanandvaidya.biz.in,XXXX XXXX 5147,SKZCH1193A,27SKZCH1193A9ZZ,U02229TN2005QUE254320,True,UDYAM-MH-56-7023712,35.73,24585222QUGQWJ2040,59.1,Amruta Chaudhari,47865901,"Plot 127, Baddi Industrial Area, Himachal Pradesh - 382503",False
BID_1524,Kapoor-Venkataraman Limited,procurement@kapoorvenkataraman.com,XXXX XXXX 5054,TOQCL5581W,29TOQCL5581W3Z8,U26283KA2022ROZ978827,True,UDYAM-KA-96-4505987,35.10,24628146KEHDKW5079,57.5,Amara Choudhury,35285785,"Plot 35, Patparganj Industrial Area, New Delhi - 357342",False
BID_1525,Chauhan-Lalla Limited,procurement@chauhanlalla.co.in,XXXX XXXX 0140,VPTCX2605R,29VPTCX2605R7Z1,L10166MH2004XQH365895,False,UDYAM-KA-60-9099171,234.27,24577990OIUBQK3122,35.2,Osha Upadhyay,43168519,"Plot 32, Guindy Industrial Estate, Chennai - 213301",False
BID_1526,"Srinivas, Nadig and Kurian LLP",procurement@srinivasnadigandkurian.com,XXXX XXXX 8774,FGTCC1768Z,09FGTCC1768Z4ZV,U66878GJ1997JOV082502,False,UDYAM-UP-24-6396389,26.78,24778145GPAHHP4766,93.3,Vasatika Salvi,26306934,"Plot 36, Okhla Industrial Estate, New Delhi - 010909",False
BID_1527,Pandit Pvt Ltd,procurement@pandit.co.in,XXXX XXXX 2091,THKCQ9075N,29THKCQ9075N4Z8,U58246UP2009BOS382881,False,UDYAM-KA-18-7600542,242.85,24820397DDKLCB6039,29.0,Daniel Mammen,73075780,"Plot 138, Ambattur Industrial Estate, Chennai - 416648",False
BID_1528,Chakrabarti-Mand Limited,contact@chakrabartimand.biz.in,XXXX XXXX 9077,PNQCY4073B,09PNQCY4073B4Z3,U05469KA2005QSG935767,True,UDYAM-UP-72-2672659,30.84,24369645OYVPUI0607,37.9,Krishna Chowdhury,90449440,"Plot 180, Noida Sector 63 Industrial Area, Noida - 617846",False
BID_1529,Bhalla-Menon Limited,bids@bhallamenon.com,XXXX XXXX 1917,MDUCK4784X,07MDUCK4784X8Z3,L04230TN2021MZD667091,True,UDYAM-DL-12-2856175,35.73,24454502LANZAY0948,67.9,Radhika Devi,80243898,"Plot 104, Taloja MIDC, Navi Mumbai - 684358",False
BID_1530,Peri Pvt Ltd,info@peri.biz.in,XXXX XXXX 9060,TSCCM5468B,07TSCCM5468B5ZD,U21878UP2011IGT662207,False,UDYAM-DL-00-7261812,166.65,24598838NRTFWV8666,23.9,Viraj Balakrishnan,86116418,"Plot 18, Guindy Industrial Estate, Chennai - 208532",False
BID_1531,"Dara, Singhal and Das Pvt Ltd",admin@darasinghalanddas.in,XXXX XXXX 7880,FNZCF5440P,07FNZCF5440P3ZO,L68200TN2003CID286546,True,UDYAM-DL-73-4664135,6.76,24250782LCVBOI9824,46.6,Ekapad Handa,20881704,"Plot 23, Manesar Industrial Area, Gurugram - 406132",False
BID_1532,Sami-Agrawal Pvt Ltd,info@samiagrawal.biz.in,XXXX XXXX 3619,CMKCK4421G,09CMKCK4421G5Z2,L20081DL2016EXV733351,False,UDYAM-UP-84-0068192,202.04,24892846XWBJVP0008,88.0,Yash Pradhan,22734645,"Plot 88, Noida Sector 63 Industrial Area, Noida - 105039",False
BID_1533,Dugal-Borah LLP,gem.desk@dugalborah.com,XXXX XXXX 9079,VMWCX5732O,27VMWCX5732O1ZK,L51347MH2006SLM764060,False,UDYAM-MH-43-5666121,109.92,24469894AHMZNG3760,69.2,Ishani Kapadia,22223982,"Plot 149, Patparganj Industrial Area, New Delhi - 633550",False
BID_1534,"Raj, Vyas and Dugar LLP",procurement@rajvyasanddugar.biz.in,XXXX XXXX 7685,IQTCJ1418J,09IQTCJ1418J6Z1,L37405UP1999WBT453250,False,UDYAM-UP-65-7305463,141.19,24182233VSXDGX2494,64.2,Utkarsh Rama,64859106,"Plot 193, Sanand GIDC Industrial Area, Ahmedabad - 271269",False
BID_1535,"Dhillon, Brar and Ramesh Pvt Ltd",contact@dhillonbrarandramesh.co.in,XXXX XXXX 4325,GBYCG3834X,24GBYCG3834X1ZN,L02973TN2009QFQ089932,True,UDYAM-GJ-68-1529430,7.91,24679926ULYYHW8288,58.4,Dakshesh Mangat,34908440,"Plot 178, Naroda Industrial Estate, Ahmedabad - 407464",False
BID_1536,Lad Limited,info@lad.in,XXXX XXXX 9432,YOSCR2451W,29YOSCR2451W8ZP,U87839TN1995SPH008479,False,UDYAM-KA-68-4805172,62.07,24334455ERCHBI5804,56.5,Ishwar Lalla,81340260,"Plot 154, Ambattur Industrial Estate, Chennai - 172277",False
BID_1537,Dara-Balan LLP,info@darabalan.in,XXXX XXXX 4603,DSXCF2824B,24DSXCF2824B2ZM,L25197TN2014AGI088594,True,UDYAM-GJ-43-1603072,9.28,24437078NUYEQC1126,76.5,Xalak Malhotra,78618894,"Plot 128, Peenya Industrial Area, Bengaluru - 683987",False
BID_1538,Mutti-Karnik Pvt Ltd,info@muttikarnik.co.in,XXXX XXXX 9909,ITHCT9160G,24ITHCT9160G2ZK,L12778MH2014HOP134671,False,UDYAM-GJ-00-7977214,201.92,24540612SJAXYV7042,44.6,Urvi Bose,57764093,"Plot 168, Sanand GIDC Industrial Area, Ahmedabad - 080670",False
BID_1539,"Khatri, Raghavan and Dutta Limited",gem.desk@khatriraghavananddutta.com,XXXX XXXX 9125,QOSCD6817M,27QOSCD6817M9ZZ,U63107DL1997UAN599377,True,UDYAM-MH-35-9603012,23.53,24207181YWHRAQ7258,93.2,Abha Karan,48743130,"Plot 226, Guindy Industrial Estate, Chennai - 089948",False
BID_1540,Ramanathan-Ramesh Limited,info@ramanathanramesh.biz.in,XXXX XXXX 2223,ICLCY0795Y,29ICLCY0795Y1Z1,U46018DL1999DBY872805,False,UDYAM-KA-60-5526030,228.03,24423232ESECGT5683,22.5,Sanya Hans,95049104,"Plot 53, Manesar Industrial Area, Gurugram - 082428",True
BID_1541,Bhargava Pvt Ltd,info@bhargava.com,XXXX XXXX 3294,NDRCK0485W,33NDRCK0485W4ZR,L27732MH2023AFX044289,True,UDYAM-TN-88-6048247,38.89,24517952XDFGFC1657,59.8,Manbir Rajan,76209272,"Plot 200, Ambattur Industrial Estate, Chennai - 941658",False
BID_1542,Dutta Limited,admin@dutta.com,XXXX XXXX 6036,OZUCK5337F,07OZUCK5337F1ZB,L11290KA2014SVS917570,True,UDYAM-DL-57-0156938,19.20,24877736JGDLVN6891,26.9,Nandini Sekhon,02465286,"Plot 61, Whitefield Industrial Zone, Bengaluru - 601692",False
BID_1543,Som Pvt Ltd,procurement@som.biz.in,XXXX XXXX 9906,FLBCC9491M,27FLBCC9491M9ZC,L84784KA1995GZC483514,False,UDYAM-MH-55-0134602,230.09,24976031NPFBQR3324,29.0,Omkaar Comar,10183316,"Plot 112, MIDC Industrial Area, Pune - 542010",False
BID_1544,Sule Limited,sales@sule.biz.in,XXXX XXXX 3651,AFFCU7766M,24AFFCU7766M7ZZ,U81727TN2015NOE098354,False,UDYAM-GJ-75-8364650,198.97,24576246LPCZGW6336,36.9,Yuvraj Sama,22953450,"Plot 205, Taloja MIDC, Navi Mumbai - 464052",True
BID_1545,Ramanathan LLP,procurement@ramanathan.com,XXXX XXXX 1820,FBHCO5194V,09FBHCO5194V2Z1,L71118MH2021WXS876308,False,UDYAM-UP-10-3386455,85.73,24399684MVTINK5416,25.4,Daksh Kalita,39753236,"Plot 58, Taloja MIDC, Navi Mumbai - 449844",False
BID_1546,Sampath-Nagi Limited,admin@sampathnagi.biz.in,XXXX XXXX 8693,SPLCW8450A,33SPLCW8450A1ZO,L39482KA2023CNO126013,True,UDYAM-TN-45-6296192,27.82,24696929PZWGWR7973,73.7,Vinaya Samra,18181447,"Plot 213, Hosur Industrial Estate, Hosur - 301164",False
BID_1547,Viswanathan Limited,info@viswanathan.biz.in,XXXX XXXX 3494,EMNCE9594J,24EMNCE9594J1ZJ,U18361UP1998EPR231118,False,UDYAM-GJ-93-2798139,210.89,24868463ISDNZH2079,23.9,Tanish Seth,65091976,"Plot 105, Baddi Industrial Area, Himachal Pradesh - 506778",False
BID_1548,Kanda LLP,contact@kanda.com,XXXX XXXX 7363,KECCG0713S,29KECCG0713S7ZA,L64419MH2022BPW973889,False,UDYAM-KA-57-7262295,167.06,24504793PVSLXV8003,34.2,Sanya Bumb,27279077,"Plot 74, MIDC Industrial Area, Pune - 834356",False
BID_1549,"Halder, Maharaj and Krishnamurthy LLP",procurement@haldermaharajandkrishnamurthy.com,XXXX XXXX 4663,LMJCR1572A,24LMJCR1572A2ZZ,L45265KA2002KXF547131,True,UDYAM-GJ-35-4261018,8.21,24567998UIOFEH8286,92.3,Divya Keer,35817135,"Plot 32, MIDC Industrial Area, Pune - 809198",False
BID_1550,"Nath, Chokshi and Dayal Pvt Ltd",admin@nathchokshianddayal.com,XXXX XXXX 5944,NYNCJ6437U,33NYNCJ6437U9Z1,L38159GJ2008KBA374839,False,UDYAM-TN-45-0189555,37.65,24617867FPLMVV6265,55.5,Banjeet Char,89053731,"Plot 35, Ambattur Industrial Estate, Chennai - 746990",False
BID_1551,"Chopra, Vaidya and Swaminathan Limited",info@chopravaidyaandswaminathan.co.in,XXXX XXXX 3697,UJACO9481X,24UJACO9481X4ZM,L02160UP2005QDL248110,True,UDYAM-GJ-87-7193746,17.65,24421411ZMZRWD9808,81.6,Yashawini Shenoy,68469732,"Plot 6, Taloja MIDC, Navi Mumbai - 573377",False
BID_1552,"Chanda, Dara and Balay Limited",procurement@chandadaraandbalay.biz.in,XXXX XXXX 9813,DGHCL7529T,24DGHCL7529T7ZM,U36397GJ2015PPY647336,False,UDYAM-GJ-61-7693211,91.05,24507097HFZZSH7436,71.8,Ekbal Tara,21853399,"Plot 218, Manesar Industrial Area, Gurugram - 278841",False
BID_1553,Patla Limited,bids@patla.com,XXXX XXXX 7110,LKUCQ5381H,24LKUCQ5381H7ZN,U92451GJ2014ABK087273,False,UDYAM-GJ-85-3260095,214.52,24023139XOWTFU5296,83.6,Shaurya Rastogi,38665734,"Plot 23, Peenya Industrial Area, Bengaluru - 355810",False
BID_1554,"Bandi, Zachariah and Gour LLP",admin@bandizachariahandgour.in,XXXX XXXX 0023,CZNCZ7803Q,24CZNCZ7803Q4Z7,U10462KA2022GMN714951,True,UDYAM-GJ-21-7021101,9.50,24071350RCGDRK7346,21.7,Kritika Soni,33018017,"Plot 143, Hosur Industrial Estate, Hosur - 544431",False
BID_1555,"Kala, Sandal and Agarwal Limited",bids@kalasandalandagarwal.in,XXXX XXXX 5100,BDTCA9765V,33BDTCA9765V9ZP,L27416UP2010IQV549102,False,UDYAM-TN-13-2241128,218.23,24945953QCTFEW5279,39.7,Harita Pal,08477211,"Plot 209, Guindy Industrial Estate, Chennai - 451461",False
BID_1556,Hegde Limited,sales@hegde.in,XXXX XXXX 6133,JDUCX1680I,29JDUCX1680I8Z4,U89141UP2023GBK889543,True,UDYAM-KA-87-9190917,3.52,24413617XEAEOF2379,87.4,Janani Sane,48626245,"Plot 11, Ambattur Industrial Estate, Chennai - 709532",False
BID_1557,Kanda LLP,info@kanda.com,XXXX XXXX 1158,VORCJ6069I,33VORCJ6069I5ZP,U10790GJ2020ZTW617855,False,UDYAM-TN-22-0722881,12.66,24804579LKQRUW0043,41.7,Aayush Ahluwalia,84593527,"Plot 42, Noida Sector 63 Industrial Area, Noida - 052361",False
BID_1558,Bumb-Dhaliwal Limited,bids@bumbdhaliwal.biz.in,XXXX XXXX 1297,CKFCP8968A,29CKFCP8968A8Z4,L96192DL1997IDY741595,False,UDYAM-KA-56-2562782,41.13,24222026WTZPYG2680,75.1,Ridhi Pant,65205089,"Plot 91, Taloja MIDC, Navi Mumbai - 563738",False
BID_1559,Borra PLC Limited,contact@borraplc.biz.in,XXXX XXXX 2636,UPXCQ1922Q,33UPXCQ1922Q1ZM,L55190KA1995VYM269426,False,UDYAM-TN-09-3151269,190.62,24860676ATSWKZ0550,41.5,Bakhshi Joshi,34179940,"Plot 3, Naroda Industrial Estate, Ahmedabad - 650274",False
BID_1560,"Behl, Bhattacharyya and Hari Limited",admin@behlbhattacharyyaandhari.biz.in,XXXX XXXX 4881,HDDCJ4489U,33HDDCJ4489U6ZN,L70481GJ1996FFH041196,False,UDYAM-TN-52-0534189,8.11,24751239OCBKJT8394,91.0,Onkar Wadhwa,82944347,"Plot 154, Manesar Industrial Area, Gurugram - 155859",False
BID_1561,Butala-Subramanian LLP,sales@butalasubramanian.com,XXXX XXXX 9755,HNYCF9832D,27HNYCF9832D2ZU,L12801DL2017HPG263392,False,UDYAM-MH-98-4767234,63.37,24098998WUWFGG8597,54.0,Lajita Shere,13628162,"Plot 75, Rudrapur Industrial Estate, Uttarakhand - 161117",False
BID_1562,Baria Limited,info@baria.biz.in,XXXX XXXX 4526,GNHCN1674V,07GNHCN1674V7ZT,U09288GJ2010XHH540423,False,UDYAM-DL-28-4257513,34.08,24934685YXMZUP3874,24.6,Luke Borah,57556745,"Plot 41, Noida Sector 63 Industrial Area, Noida - 142902",False
BID_1563,Garg Limited,admin@garg.co.in,XXXX XXXX 7936,RBFCW0524W,29RBFCW0524W1ZI,L87369TN2012ECK529862,False,UDYAM-KA-78-9781401,41.23,24116643MQERSU6603,72.0,Yadavi Nanda,41321478,"Plot 218, Hosur Industrial Estate, Hosur - 771301",False
BID_1564,Varughese-Pingle Pvt Ltd,gem.desk@varughesepingle.co.in,XXXX XXXX 0333,VFXCX8592U,33VFXCX8592U5ZQ,L59444DL1999ZUF319428,True,UDYAM-TN-64-3046117,3.48,24491580DZCQFT6126,29.5,Girish Arya,49492957,"Plot 238, Guindy Industrial Estate, Chennai - 746270",False
BID_1565,Dhar Limited,gem.desk@dhar.co.in,XXXX XXXX 7339,KVKCH7497F,07KVKCH7497F5ZM,L06188GJ2019PFU510707,True,UDYAM-DL-06-8823326,7.92,24725735BPJGRG9382,81.9,Kritika Sathe,20980359,"Plot 128, Patparganj Industrial Area, New Delhi - 412670",False
BID_1566,"Mukherjee, Kunda and Agate LLP",bids@mukherjeekundaandagate.in,XXXX XXXX 6631,VZOCL4767W,29VZOCL4767W3Z6,L58400UP2011ZEQ377290,True,UDYAM-KA-30-1613602,39.62,24666393KHNHOC4531,72.2,Dalaja Apte,19090297,"Plot 206, Taloja MIDC, Navi Mumbai - 712498",False
